Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,Cooperatives,Koperasi Melaka,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Negeri Sembilan,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Pahang,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Perak,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Perlis,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Polis Diraja Malaysia,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Pulau Pinang,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Putrajaya,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Sabah,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Sarawak,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Selangor,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Tentera Malaysia,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Terengganu,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
5,GLC-Linked,Kumpulan Wang Simpanan Pekerja (KWSP),"Jasmine Goh (Head of Digital Security) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohd Dali Jasmin (Head of Integrity & Corporate Governance) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohamad Hafiz Kassim (Chief Finance Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Rozlina Abd Samad (Head of Risk Management) [kwsp.gov.my via Wayback, MEDIUM-75]","Chong Yee Leng (Head of Operational Compliance) [kwsp.gov.my via Wayback, MEDIUM-75]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohammad Nasir Ismail (Head of Internal Audit) [kwsp.gov.my via Wayback, MEDIUM-75]"
2,Insurers,Kurnia Insurans (Malaysia) Berhad,NOT FOUND — Kurnia (kurnia.com) has no public leadership page; entity may operate under Liberty Insurance group (acquired by Liberty Mutual),rebranded as Zurich General Insurance Malaysia Berhad,NOT FOUND — Kurnia has no public leadership page; CFO function may be shared with Liberty Insurance group,NOT FOUND — Kurnia has no public leadership page; CRO function may be shared with Liberty Insurance group,"Peter Ong (Chief Compliance Officer) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]","Ganesan Vaithilingam (CIO) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]; CEO: Puneet Pasricha (CEO, AmGeneral Insurance Berhad) [Official: amassurance.com.my, conf 90]","Tan Bee Chuan (Chief Internal Auditor) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]"
3,Development FIs,LPPSA,"NOT FOUND — No dedicated CISO at LPPSA (government agency). ICT function managed by AGM Mohd Nor Ferim bin Mohd Simin. No information security officer among 22 management profiles. [Confirmed: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","NOT FOUND — No standalone GRC role at LPPSA. Integrity & Compliance Dept (Zahari bin Mohd Alias) covers compliance. [Confirmed: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Mohd Zawawi bin Mohd Muhiddin (Chief Finance Officer, Financial Management & Services Division) [HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","NOT FOUND — No dedicated CRO at LPPSA. Corporate Assurance Division (GM Nazhalina binti Nazri) covers some risk-adjacent functions. [Confirmed: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Zahari bin Mohd Alias (Senior Manager, Integrity & Compliance Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Mohd Nor Ferim bin Mohd Simin (Assistant General Manager, Information Communication and Technology Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]","Yuzrah binti Mahmud (Assistant General Manager, Internal Audit Department) [MEDIUM-HIGH confidence — Official: lppsa.gov.my/v3/en/pengurusan (official LPPSA Management page; 22 management profile PNG images extracted via Tesseract OCR, Jul 2025)]"
5,GLC-Linked,Lembaga Tabung Haji,"Shamsul Kamal Hussein Kamal (Chief Information Technology Officer, CISO-equivalent) [Official: tabunghaji.gov.my/peneraju-th, conf 75]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
2,Insurers,Liberty General Insurance Berhad,"Ganesan Vaithilingam — Chief Information Officer (CISO-equivalent: responsibilities include ""information security"" and ""Secure IT environment development"") [Official: libertyinsurance.com.my/corporate/management-team] | conf 72 | No dedicated CISO role; CIO handles infosec.",Jonathan Chong (CRO) + Suffian bin Abdul Rahman (Compliance) [Group-level composite],Suppiah Poongavanam (Chief Financial Officer) [Wayback Machine: libertyinsurance.com.my],Jonathan Chong (Chief Risk Officer) [Wayback Machine: libertyinsurance.com.my],Suffian bin Abdul Rahman (Chief Compliance Officer) [Wayback Machine: libertyinsurance.com.my],Ganesan Vaithilingam (Chief Information Officer) [Wayback Machine: libertyinsurance.com.my],Tan Bee Chuan (Chief Internal Auditor) [Wayback Machine: libertyinsurance.com.my]
2,Insurers,Lonpac Insurance Bhd,Lai Geng Farn (Chief Information Security Officer) [Official: lonpac.com],Lee Chiew Lai (CRO) + Mahinder Kaur a/p Kapal Singh (Compliance) [Composite],"Ng Seng Khin (Group Chief Financial Officer, designated 24 Jan 2025; CFO of Lonpac since 2019) [Official: lpicapital.com/about-us/management-team, conf 90]",Lee Chiew Lai (Chief Risk Officer) [Official: lonpac.com],Mahinder Kaur a/p Kapal Singh (Chief Compliance Officer) [Official: lonpac.com],Cynthia Ng Boon Howe (Chief Information Officer) [Official: lonpac.com],"Irene Hwang Siew Ling (Group Chief Internal Auditor, designated 24 Jan 2025; Chief Internal Auditor of Lonpac since 1998; MIA CA, CPA Malaysia) [Official: lpicapital.com/about-us/management-team, conf 90]"
4,E-Money,MAE by Maybank (Maybank Islamic),Devinder Singh (Group CISO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025] [INHERITED from Maybank Islamic Berhad - product brand governance]"
4,E-Money,MAE by Maybank (Maybank2u),Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
5,GLC-Linked,MARA (Majlis Amanah Rakyat),"NOT FOUND - No dedicated CISO at MARA (government agency). IT managed by Pengarah Teknologi Maklumat (Director of IT: Fatimah binti Mat Ghani). [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 85]","NOT FOUND - No standalone GRC role at MARA. Governance/compliance covered by Ketua Unit Integriti (Head of Integrity Unit: Shuhaimi bin Man). Risk covered by Pengarah Pengurusan Risiko dan Inspektorat (Director of Risk Management & Inspectorate: Siti Aminah binti Haji Ismail). [Official: MARA org chart 11 Aug 2025, conf 80]","Dr. Azmi bin Amat Murjan (Pengarah Kewangan / Director of Finance; also Deputy DG Investment) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 80]","Siti Aminah binti Haji Ismail (Pengarah Pengurusan Risiko dan Inspektorat / Director of Risk Management & Inspectorate) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 85]","Shuhaimi bin Man (Ketua Unit Integriti / Head of Integrity Unit — covers compliance, anti-corruption, governance) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 80]","Fatimah binti Mat Ghani (Pengarah Teknologi Maklumat / Director of IT) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 85]","NOT FOUND - No dedicated Head of Internal Audit at MARA. Internal audit functions may be covered by Pengurusan Risiko dan Inspektorat (Risk Management & Inspectorate under Siti Aminah binti Haji Ismail) or by Auditor General's Office. [Official: MARA org chart 11 Aug 2025, conf 75]"
2,Insurers,MCIS Insurance Berhad,"NOT FOUND — Confirmed Jul 2026: MCIS exec management page lists 14 executives; no CISO role disclosed. [Official: mcis.my/about-us/our-people/executive-management-committee, 2026-07-26]","NOT FOUND — No dedicated GRC head; GRC split between CRO and Compliance. [Official: mcis.my/about-us/our-people/executive-management-committee, 2026-07-26]",Susan Conradie (Chief Financial Officer) [Official: mcis.my],"Nurliana binti Mat Lazim (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]",Norlin Fatima Albakri (Chief Compliance Officer) [Official: mcis.my],Ng Chee Sang (Chief Technology Officer) [Official: mcis.my],Noor Hayati binti Abu Yaziz (Chief Internal Auditor) [Official: mcis.my]
2,Investment Banks,MIDF Amanah Investment Bank Berhad,"NOT FOUND [MIDF key-management page (midf.com.my/key-management) lists 6 Management Committee members: Azizi Mustafa (CEO), Meor Ibrahim Othman (SVP/Head Group Compliance), Zanariah Daud (SVP/Head Group Control Assurance Services), Sheikh Shahruddin Sheikh Salim (SVP/Head Group Bank Operations), Vasuthevan S. Gopalakrishnan (SVP/Head Group HR), Nor Azita Binti Sarip (SVP/Head Group Secretarial & Legal) - NO CISO listed. CISO function likely at MBSB Bank group level. Verified Jul 2026. conf 90]",Nor Azita Binti Sarip (SVP/Head Group Secretarial & Legal) [Official: midf.com.my],"Shahnaz Jammal (Group Chief Financial Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]","Laurence Ong Wooi Keat (Group Chief Risk Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Meor Ibrahim Othman (SVP/Head Group Compliance) [Official: midf.com.my],"Noor Azman Bin Abdul Karim (Group Chief Technology Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Zanariah Daud (SVP/Head Group Control Assurance) [Official: midf.com.my]
2,Insurers,MSIG Insurance (Malaysia) Bhd,NOT FOUND — MSIG Malaysia website leadership page DNS failed; CISO function likely at MS&AD group level (Japan),"NOT FOUND [AR 2024: No ""Head of GRC"" in 13-member SMT. Risk covered by Kelvin Hii (SVP ERM). Conf 95]","Soh Lai Sim (COO, also Officer primarily responsible for financial management) [Official: MSIG Annual Report 2025]","Kelvin Hii Chee Yun (SVP, Enterprise Risk Management) [Official: MSIG Annual Report 2025]",NOT FOUND — MSIG Malaysia website DNS failed; compliance function likely at MS&AD group level,"Chin Jee Gwan (EVP IT, Digital, Bancassurance & Branding) [Official: MSIG Annual Report 2025]",NOT FOUND — MSIG Malaysia website DNS failed; internal audit function likely at MS&AD group level
2,Investment Banks,Malaysia International Islamic Bank IB,"ENTITY NON-EXISTENT [No match on BNM licensed Islamic banks list (Bank Islam, Bank Muamalat, Maybank Islamic, CIMB Islamic, RHB Islamic, Hong Leong Islamic, AmIslamic, Affin Islamic, Public Bank Islamic, KFH, Bank Rakyat, Agrobank). No BNM/Bursa/SSM record. Likely mislabel or placeholder.]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Not on BNM-sourced Wikipedia list of 18 licensed Islamic banks. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]"
