Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,Cooperatives,Koperasi Sabah,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Sarawak,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Selangor,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Tentera Malaysia,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
3,Cooperatives,Koperasi Terengganu,NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85],NOT FOUND [Credit cooperative (koperasi) with limited public online presence. No C-suite leadership data available for target roles. Recommend approaching directly via cooperative registrar or annual reports. conf 85]
5,GLC-Linked,Kumpulan Wang Simpanan Pekerja (KWSP),"Jasmine Goh (Head of Digital Security) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohd Dali Jasmin (Head of Integrity & Corporate Governance) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohamad Hafiz Kassim (Chief Finance Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Rozlina Abd Samad (Head of Risk Management) [kwsp.gov.my via Wayback, MEDIUM-75]","Chong Yee Leng (Head of Operational Compliance) [kwsp.gov.my via Wayback, MEDIUM-75]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohammad Nasir Ismail (Head of Internal Audit) [kwsp.gov.my via Wayback, MEDIUM-75]"
2,Insurers,Kurnia Insurans (Malaysia) Berhad,"NOT FOUND [Kurnia Insurans is a Zurich Malaysia entity. Country CEO Junior Cho is not a target role. CISO not publicly listed at entity level; cybersecurity centralized at Zurich Malaysia group. Sources: zurich.com.my, conf 30]",rebranded as Zurich General Insurance Malaysia Berhad,NOT FOUND [Entity rebranded as Zurich General Insurance Malaysia Berhad. CFO not publicly listed at entity level. Conf 25],NOT FOUND [Entity rebranded as Zurich General Insurance Malaysia Berhad. CRO not publicly listed. Conf 25],"Peter Ong (Chief Compliance Officer) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]","Ganesan Vaithilingam (CIO) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]; CEO: Puneet Pasricha (CEO, AmGeneral Insurance Berhad) [Official: amassurance.com.my, conf 90]","Tan Bee Chuan (Chief Internal Auditor) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]"
3,Development FIs,LPPSA,"NOT FOUND [LPPSA (Lembaga Pembiayaan Perumahan Sektor Awam) management page is image-only; browser_vision identified names (Farid/Zawawi/Zuwardi) but roles unclear. No CISO publicly listed. Sources: lppsa.gov.my, conf 25]",NOT FOUND [LPPSA management page (lppsa.gov.my/v3/en/pengurusan) is image-only; roles not text-extractable. No GRC head publicly listed. Conf 20],NOT FOUND [Same LPPSA source - management page image-only. CFO not identifiable. Conf 20],NOT FOUND [Same LPPSA source. CRO not identifiable. Conf 20],NOT FOUND [Same LPPSA source. Compliance head not identifiable. Conf 20],NOT FOUND [Same LPPSA source. CIO not identifiable. Conf 20],NOT FOUND [Same LPPSA source. Internal Audit head not identifiable. Conf 20]
5,GLC-Linked,Lembaga Tabung Haji,"Shamsul Kamal Hussein Kamal (Chief Information Technology Officer, CISO-equivalent) [Official: tabunghaji.gov.my/peneraju-th, conf 75]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
2,Insurers,Liberty General Insurance Berhad,"Ganesan Vaithilingam — Chief Information Officer (CISO-equivalent: responsibilities include ""information security"" and ""Secure IT environment development"") [Official: libertyinsurance.com.my/corporate/management-team] | conf 72 | No dedicated CISO role; CIO handles infosec.",Jonathan Chong (CRO) + Suffian bin Abdul Rahman (Compliance) [Group-level composite],Suppiah Poongavanam (Chief Financial Officer) [Wayback Machine: libertyinsurance.com.my],Jonathan Chong (Chief Risk Officer) [Wayback Machine: libertyinsurance.com.my],Suffian bin Abdul Rahman (Chief Compliance Officer) [Wayback Machine: libertyinsurance.com.my],Ganesan Vaithilingam (Chief Information Officer) [Wayback Machine: libertyinsurance.com.my],Tan Bee Chuan (Chief Internal Auditor) [Wayback Machine: libertyinsurance.com.my]
2,Insurers,Lonpac Insurance Bhd,Lai Geng Farn (Chief Information Security Officer) [Official: lonpac.com],Lee Chiew Lai (CRO) + Mahinder Kaur a/p Kapal Singh (Compliance) [Composite],"Ng Seng Khin (Group Chief Financial Officer, designated 24 Jan 2025; CFO of Lonpac since 2019) [Official: lpicapital.com/about-us/management-team, conf 90]",Lee Chiew Lai (Chief Risk Officer) [Official: lonpac.com],Mahinder Kaur a/p Kapal Singh (Chief Compliance Officer) [Official: lonpac.com],Cynthia Ng Boon Howe (Chief Information Officer) [Official: lonpac.com],"Irene Hwang Siew Ling (Group Chief Internal Auditor, designated 24 Jan 2025; Chief Internal Auditor of Lonpac since 1998; MIA CA, CPA Malaysia) [Official: lpicapital.com/about-us/management-team, conf 90]"
4,E-Money,MAE by Maybank (Maybank Islamic),Devinder Singh (Group CISO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank] [INHERITED from Maybank Islamic Berhad - product brand governance],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025] [INHERITED from Maybank Islamic Berhad - product brand governance]"
4,E-Money,MAE by Maybank (Maybank2u),Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
3,Development FIs,MARA,"NOT FOUND [CORRECTION: Previous entry 'Datuk Zulfikri Osman' is the Ketua Pengarah (CEO/Director General) of MARA, NOT the CISO. Verified via Wikipedia Majlis_Amanah_Rakyat (conf 95). Actual CISO not publicly identified. MARA management team page (mara.gov.my) is image-based, 29 senior positions shown as image cards with no extractable titles. Sources checked: mara.gov.my management team, MARA org chart PNG, Wikipedia, firecrawl_agent.]","NOT FOUND [MARA management team page (mara.gov.my) is fully image-based, 29 senior positions as image cards, no extractable titles. GRC equivalent would be a Timbalan Ketua Pengarah position. Sources: mara.gov.my management team, MARA org chart PNG, Wikipedia, firecrawl agents.]","NOT FOUND [CFO equivalent = Timbalan Ketua Pengarah MARA (Kewangan/Finance). Not identified from public sources. mara.gov.my management page is image-based. Sources: mara.gov.my, MARA org chart, firecrawl agents.]","NOT FOUND [MARA is non-financial-regulated government agency; CRO equivalent may not exist as standalone role. Risk function may be embedded under another Timbalan Ketua Pengarah portfolio. Sources: mara.gov.my, firecrawl agents.]","NOT FOUND [Compliance likely under corporate services / management services portfolio (Dr. Azmi bin Amat Murjan as Timbalan Ketua Pengarah Khidmat Pengurusan). Specific compliance head not identified. Sources: mara.gov.my, firecrawl agents.]","Dr. Azmi bin Amat Murjan (Timbalan Ketua Pengarah MARA (Khidmat Pengurusan) / Ketua Pegawai Digital (CDO) - title is CDO not strictly CIO; portfolio includes cybersecurity action plan coordination) [Official: mara.gov.my, conf 80 - TITLE CORRECTED from CIO to CDO per Wikipedia verification]","NOT FOUND [IA likely reports to Auditor General's Office or MARA Audit & Risk Committee. Not identified from public sources. Sources: mara.gov.my, firecrawl agents.]"
5,GLC-Linked,MARA (Majlis Amanah Rakyat),"NOT FOUND [CORRECTION: Previous entry 'Datuk Zulfikri Osman' is the Ketua Pengarah (CEO/Director General) of MARA, NOT the CISO. Verified via Wikipedia Majlis_Amanah_Rakyat (conf 95). Actual CISO not publicly identified. MARA management team page (mara.gov.my) is image-based, 29 senior positions shown as image cards with no extractable titles. Sources checked: mara.gov.my management team, MARA org chart PNG, Wikipedia, firecrawl_agent.]","NOT FOUND [MARA management team page is image-based. GRC equivalent would be a Timbalan Ketua Pengarah position. Sources: mara.gov.my, MARA org chart, firecrawl agents.]","NOT FOUND [CFO equivalent = Timbalan Ketua Pengarah (Kewangan). Not identified. Sources: mara.gov.my, firecrawl agents.]","NOT FOUND [CRO equivalent may not exist as standalone role at government agency. Sources: mara.gov.my, firecrawl agents.]","NOT FOUND [Compliance likely under corporate services portfolio. Sources: mara.gov.my, firecrawl agents.]","Dr. Azmi bin Amat Murjan (Timbalan Ketua Pengarah MARA (Khidmat Pengurusan) / Ketua Pegawai Digital (CDO) - title is CDO not strictly CIO; portfolio includes cybersecurity action plan coordination) [Official: mara.gov.my, conf 80 - TITLE CORRECTED from CIO to CDO per Wikipedia verification]","NOT FOUND [IA likely reports to Auditor General. Sources: mara.gov.my, firecrawl agents.]"
2,Insurers,MCIS Insurance Berhad,"NOT FOUND [Checked: mcis.my Executive Management Committee page (Exco members confirmed, no CISO listed), MCIS Annual Report 2025 PDF (61,306 chars parsed), Corporate Governance Disclosures PDF (28 pages). Senior management structure does not include a dedicated CISO at Exco level. Conf 40.]","NOT FOUND [Checked: same MCIS sources. MCIS Exco lists CRO (Nurliana binti Mat Lazim) and Head of Compliance (Norlin Fatima Albakri) as separate roles, but no combined ""Head of GRC"" role. GRC function appears split between CRO and Head of Compliance at MCIS. Conf 40.]",Susan Conradie (Chief Financial Officer) [Official: mcis.my],"Nurliana binti Mat Lazim (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]",Norlin Fatima Albakri (Chief Compliance Officer) [Official: mcis.my],Ng Chee Sang (Chief Technology Officer) [Official: mcis.my],Noor Hayati binti Abu Yaziz (Chief Internal Auditor) [Official: mcis.my]
2,Investment Banks,MIDF Amanah Investment Bank Berhad,"NOT FOUND [MIDF key-management page (midf.com.my/key-management) names CEO Azizi Mustafa but no CISO. CISO function may be shared with parent MBSB Bank. Sources: midf.com.my, conf 35]",Nor Azita Binti Sarip (SVP/Head Group Secretarial & Legal) [Official: midf.com.my],"Shahnaz Jammal (Group Chief Financial Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]","Laurence Ong Wooi Keat (Group Chief Risk Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Meor Ibrahim Othman (SVP/Head Group Compliance) [Official: midf.com.my],"Noor Azman Bin Abdul Karim (Group Chief Technology Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Zanariah Daud (SVP/Head Group Control Assurance) [Official: midf.com.my]
2,Insurers,MSIG Insurance (Malaysia) Bhd,"NOT FOUND [Checked About MSIG page (12 senior managers listed, no CISO), Annual Report 2025 (172pp, no CISO/Head of Information Security mentioned), Corporate Profile PDF (10pp), Interim FS PDF (29pp), LinkedIn (0 matches). CIO Chin Jee Gwan may oversee infosec but does not hold CISO title. Sources: msig.com.my/media/1gqllqgr/msig_annual_report_2025.pdf, conf 40]","NOT FOUND [No dedicated Head of GRC role disclosed. CRO Kelvin Hii covers risk. Board Compliance & Risk Management Committee exists at board level but no management-level GRC head named. Sources: MSIG Annual Report 2025 (172pp), msig.com.my, conf 40]","Soh Lai Sim (COO, also Officer primarily responsible for financial management) [Official: MSIG Annual Report 2025]","Kelvin Hii Chee Yun (SVP, Enterprise Risk Management) [Official: MSIG Annual Report 2025]","NOT FOUND [Annual Report 2025 references ""Chief Compliance Officer (CCO)"" role in Corporate Governance Disclosure (Page 61) but does NOT name the individual. About MSIG management page lists 12 senior managers, none with compliance title. Sources: msig.com.my/media/1gqllqgr/msig_annual_report_2025.pdf, conf 40]","Chin Jee Gwan (EVP IT, Digital, Bancassurance & Branding) [Official: MSIG Annual Report 2025]","NOT FOUND [Annual Report 2025 references ""Chief Internal Auditor"" role in Internal Audit section (Pages 64-65) but does NOT name the individual. CEO Ang Yien Chia noted as administrative reporting line. Sources: msig.com.my/media/1gqllqgr/msig_annual_report_2025.pdf, conf 40]"
2,Investment Banks,Malaysia International Islamic Bank IB,"ENTITY NON-EXISTENT [No match on BNM licensed Islamic banks list (Bank Islam, Bank Muamalat, Maybank Islamic, CIMB Islamic, RHB Islamic, Hong Leong Islamic, AmIslamic, Affin Islamic, Public Bank Islamic, KFH, Bank Rakyat, Agrobank). No BNM/Bursa/SSM record. Likely mislabel or placeholder.]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Not on BNM-sourced Wikipedia list of 18 licensed Islamic banks. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]","ENTITY NON-EXISTENT [Entity does not exist as a licensed Islamic bank in Malaysia. Source: en.wikipedia.org/wiki/List_of_banks_in_Malaysia, conf 0]"
2,Insurers,Manulife Insurance Berhad,NOT FOUND [Official: manulife.com.my Board of Directors page only — no Senior Management Team page exists. Corporate Governance page mentions Group Risk Management Committee but no CISO named. conf 25],NOT FOUND [Official: manulife.com.my Corporate Governance page — Group Risk Management Committee Terms of Reference PDF linked but no Head of GRC named publicly. conf 25],"Ng Chun Nam (Chief Financial Officer) [Official: Manulife Annual Report 2024, conf 85]","Mohd Naim Mohd Arsad (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Senthil Woon (Chief Compliance Officer) [RocketReach, conf 50]; CEO: Vibha Hamsi Coburn (confirmed [Official: manulife.com.my board page, conf 95]); Board Risk Cmte Chair: Arthur Jay Belfer; Audit Cmte Chair: Vijayam Nadarajah [Official: manulife.com.my]","Bernard Sia (Chief Information Officer) [Official: Manulife Annual Report 2024, conf 85]",NOT FOUND [Official: manulife.com.my Corporate Governance page — Group Audit Committee Terms of Reference PDF linked but no Head of Internal Audit named publicly. conf 25]
2,Takaful,Manulife Takaful Malaysia Berhad,"NOT FOUND [No CISO named in Manulife Holdings Berhad Annual Report 2025 (Key Senior Management p.13, Head Office Management p.225), Corporate Governance Report 2025, manulife.com.my. CIO (Bernard Sia) likely oversees IT security. Sources: MHB AR 2025, manulife.com.my, firecrawl agents.]","NOT FOUND [No combined GRC role. Risk (CRO Mohd Naim) and Compliance (Senthil Woon) are separate functions. MHB does not use combined GRC title. Sources: MHB AR 2025, firecrawl agents.]","Ng Chun Nam (Chief Financial Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]","Mohd Naim Bin Mohd Arsad (Chief Risk Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Holdings Berhad Annual Report 2025, p.13 Key Senior Management's Profile, conf 85]","Senthil Woon Wai Keong (Chief Compliance Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Holdings Berhad Annual Report 2025, p.13 Key Senior Management's Profile, conf 85]","Bernard Sia (Chief Information Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]","Krishna Rajaa Ramalingam (Head of Audit Services - Malaysia) [Official: Manulife Holdings Berhad Annual Report 2025, p.91 Group Audit Committee Report, conf 90 - CIA, FAIA. Scope covers all Manulife Malaysia entities including Takaful]"
5,GLC-Linked,Maybank (Khazanah-linked),"DUPLICATE OF MAYBANK BERHAD [Already at 7/7 in DB. This ""Khazanah-linked"" entry is the same entity (Khazanah holds ~11.5% of Maybank). Recommend removing row or marking as duplicate. Do NOT re-research.]",Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [DUPLICATE: Same as Maybank Berhad],Shafiq Abdul Jabbar [DUPLICATE: Same as Maybank Berhad],Mohamed Rezwan Abdullah Ismail [DUPLICATE: Same as Maybank Berhad],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [DUPLICATE: Same as Maybank Berhad],Giorgio Migliarina (Group Chief Technology & Digital Officer) [DUPLICATE: Same as Maybank Berhad],Azian Ismail (Chief Audit Executive) [TheOrg] [DUPLICATE: Same as Maybank Berhad]
1,Licensed Banks,Maybank Berhad,Devinder Singh (Group CISO) [LinkedIn/The Org],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank],Shafiq Abdul Jabbar,Mohamed Rezwan Abdullah Ismail,Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo],Giorgio Migliarina (Group Chief Technology & Digital Officer),Azian Ismail (Chief Audit Executive) [TheOrg]
4,Card Schemes,Maybank Cash & Go Prepaid Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
2,Investment Banks,Maybank Investment Bank Berhad,"NOT FOUND [Checked Senior Management page (5 members, none CISO), SORMIC FY2023 (discusses Cyber and Technology Risk Management Framework but does NOT name a CISO), CG Statement June 2024 (37pp, no CISO named). CISO function likely shared with Maybank Group level but not publicly disclosed. Sources: maybank2u.com.my Investment-bank senior-management page, SORMIC FY2023, CG Statement June 2024, conf 40]","NOT FOUND [No GRC head listed on Senior Management page, SORMIC FY2023, or CG Statement June 2024. GRC function may be integrated within CRO role (Cheryl Cheng) or at Maybank Group level. Sources: maybank2u.com.my Investment-bank, SORMIC FY2023, conf 40]","Ezrina Mahadzir (CFO, appointed 1 Apr 2021) [Official: maybank2u.com.my]","Cheryl Cheng Siew Ying (CRO, appointed 1 Jan 2021) [Official: maybank2u.com.my]","Farhan Nor Diyana Samsudin (Chief Compliance Officer, Maybank Investment Bank Berhad) [Official: Maybank IB SORMIC FY2023 (Statement on Risk Management and Internal Control, FY ended 31 Dec 2023) — ""Reviewed and cleared by: Group Audit Compliance: Farhan Nor Diyana Samsudin, Chief Compliance Officer, Maybank Investment Bank Berhad""; maybank2u.com.my iwov-resources PDF, conf 90]","Adrian Tan Kai Thern (Head of IT, joined 25 Apr 2022) [Official: maybank2u.com.my]","Rafirah Muhammad Arif (Chief Audit Executive, Maybank Investment Bank Berhad) [Official: Maybank IB SORMIC FY2023 — ""The GCAE is assisted by Puan Rafirah Muhammad Arif, the Chief Audit Executive (CAE) appointed to oversee the IA function of Maybank IB""; Certified Fraud Examiner, 13 years capital market experience; maybank2u.com.my iwov-resources PDF, conf 90]"
1,Licensed Banks,Maybank Islamic Berhad,Devinder Singh (Group CISO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025]"
4,Card Schemes,Maybank Singapore Airlines Enrich Card,Devinder Singh (Group CISO) [LinkedIn/The Org] [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [INHERITED from Maybank Berhad - product brand governance],Shafiq Abdul Jabbar [INHERITED from Maybank Berhad - product brand governance],Mohamed Rezwan Abdullah Ismail [INHERITED from Maybank Berhad - product brand governance],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [INHERITED from Maybank Berhad - product brand governance],Giorgio Migliarina (Group Chief Technology & Digital Officer) [INHERITED from Maybank Berhad - product brand governance],Azian Ismail (Chief Audit Executive) [TheOrg] [INHERITED from Maybank Berhad - product brand governance]
4,Payment Operators,Me2U (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership pages.],"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.],NOT FOUND [Inherited from PayNet parent. Sources: paynet.my corporate-governance page.],"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.]
